#"Step","Potential Energy (kJ/mole)","Kinetic Energy (kJ/mole)","Total Energy (kJ/mole)","Temperature (K)"
10,493.9663136260342,440.32111296995413,934.2874265959883,2206.5997697292546
20,341.1441272936586,593.6313173494442,934.7754446431028,2974.889664799564
30,239.86849146435958,689.3835560718722,929.2520475362319,3454.736898312502
40,332.9824134917802,648.5000063773072,981.4824198690874,3249.8554409296084
50,270.38967686223407,701.065589236114,971.455266098348,3513.2795639510314
60,266.7725823218342,697.5815420112403,964.3541243330745,3495.8198111077545
70,303.4882587236567,655.677863167865,959.1661218915217,3285.826137484137
80,300.72205366053066,652.4880481122503,953.210101772781,3269.840882723758
90,321.05157516344957,635.8001367931854,956.851711956635,3186.212048699568
100,280.4083832077164,643.8753914003004,924.2837746080168,3226.6799127917016
110,194.95272019859618,700.9288997296026,895.8816199281987,3512.594566060383
120,300.5565020956151,644.2290833724991,944.7855854681142,3228.4523842935664
130,337.04212947952175,624.9004136122776,961.9425430917993,3131.589806084677
140,230.98162176845773,705.5269574532563,936.508579221714,3535.637006714162
150,209.9212400569464,722.1620492831236,932.08328934007,3619.001144203783
160,240.57831760561302,706.328535864681,946.9068534702941,3539.6539904243905
170,277.4790181884811,671.4232076087445,948.9022257972256,3364.731446346588
180,286.48017088182877,655.9632174691347,942.4433883509635,3287.256145532641
190,261.88547465569087,663.3819617984655,925.2674364541563,3324.4340119728045
200,427.9239768321415,529.9369343732687,957.8609112054103,2655.695316247247
210,541.026035835768,440.3156089427319,981.3416447784998,2206.572187165432
220,350.87146227585504,582.9041328287491,933.7755951046041,2921.132072451672
230,190.41643574171823,732.0256028630336,922.4420386047518,3668.4307863831864
240,223.89205575877284,730.3677323694186,954.2597881281914,3660.1226300361586
250,298.12482340678054,666.898171406597,965.0229948133776,3342.0549415241717
260,292.0579069959391,646.7113287083891,938.7692357043283,3240.8917650664807
270,431.2365556188481,523.5652050179492,954.8017606367973,2623.764400117898
280,371.7766517915127,600.9037422566761,972.6803940481888,3011.3342745468285
290,273.0083258407419,667.5143903261778,940.5227161669197,3345.14302539296
300,191.4362557395491,720.5953321412719,912.031587880821,3611.1497884940313
310,254.17944606664486,695.2795987189254,949.4590447855703,3484.283985572406
320,223.58852552365101,728.4523572119222,952.0408827355732,3650.524029703394
330,213.41887302648678,711.4709934783957,924.8898665048825,3565.4246052144185
340,252.92996373250898,704.9515372765732,957.8815010090822,3532.7533793068765
350,179.4024887910608,732.9164676771786,912.3189564682394,3672.895214810189
360,275.97403304971573,655.0920348557428,931.0660679054586,3282.8903513486266
370,310.5319888808654,645.256499129844,955.7884880107094,3233.6011162230484
380,303.0144534432939,643.9410610110069,946.9555144543008,3227.00900568231
390,291.13536059813185,648.2269857570433,939.3623463551751,3248.487241177064
400,351.22471978358834,609.7109465256475,960.9356663092358,3055.470188858975
410,373.52578220503517,593.4811444148188,967.006926619854,2974.1370968367673
420,366.75453097985996,596.479833307619,963.2343642874789,2989.164552994188
430,449.9521456162254,546.500962076138,996.4531076923633,2738.703327079183
440,326.12932932305046,630.7245001985909,956.8538295216414,3160.7762969017076
450,303.85167760238255,616.1900983885565,920.0417759909391,3087.9394359325565
460,315.1251441601063,626.082623416856,941.2077675769623,3137.5142639535243
470,392.77087366472074,592.083615353335,984.8544890180557,2967.133600491884
480,374.59870584179686,593.9198392221856,968.5185450639824,2976.335546632617
490,278.68026507925606,638.8576264465012,917.5378915257572,3201.5341755888517
500,263.6653271704629,639.9666807111544,903.6320078816173,3207.0920260141797
510,323.15198008671604,582.0607694514074,905.2127495381235,2916.905689978916
520,221.00957385783576,668.5071971464296,889.5167710042654,3350.1183200959026
530,157.31157243674744,734.4671526090232,891.7787250457707,3680.6662276295638
540,174.02780261566477,735.5191151767636,909.5469177924284,3685.9379720255633
550,230.2298126668332,695.3279594732456,925.5577721400789,3484.5263378607788
560,163.2924951504516,764.7677819521617,928.0602771026133,3832.513049782249
570,159.9649372229006,774.09284592208,934.0577831449806,3879.244136261257
580,181.41640981258377,741.9194297799503,923.3358395925341,3718.0121386135056
590,182.50281562960657,754.0469531169894,936.5497687465959,3778.7873079493506
600,239.80024323632736,721.1871149020285,960.9873581383558,3614.1154144091906
610,190.27103974672568,738.7520581369128,929.0230978836385,3702.1393554734195
620,300.2148854865114,677.1690511510801,977.3839366375914,3393.525834496409
630,214.8932768734014,710.4076075792591,925.3008844526605,3560.0956145958644
640,344.06999232887694,625.2279611007813,969.2979534296583,3133.2312586324156
650,216.5908854338742,686.5326473383793,903.1235327722535,3440.4500191019793
