#"Step","Potential Energy (kJ/mole)","Kinetic Energy (kJ/mole)","Total Energy (kJ/mole)","Temperature (K)"
5,4.340513123356219,0.220795254960729,4.561308378316948,1.0838993398656727
10,4.34070052309093,0.34083249192758897,4.681533015018519,1.673170526562235
15,4.341437902794719,0.4461367081096279,4.787574610904347,2.190116284409636
20,4.341283794035021,0.5201758985705631,4.8614596926055835,2.553579845612842
25,4.341471651235546,0.7405095533889466,5.081981204624492,3.63521315811457
30,4.341941786381018,0.8525330907452973,5.194474877126316,4.18514453327733
35,4.342821094043748,0.9937955413567645,5.336616635400512,4.878611777366474
40,4.343323787376616,1.0577255576635594,5.4010493450401755,5.192448696030605
45,4.344108980494821,1.0958837336027607,5.439992714097581,5.379769848916499
50,4.345690730686539,1.2683050728847827,5.6139958035713216,6.226198255449868
55,4.347247885117293,1.31092969534694,5.6581775804642325,6.435445506514993
60,4.348545276038338,1.130086419375819,5.4786316954141565,5.547673224093854
65,4.350213577451998,1.3304389574612976,5.680652534913296,6.531217837903091
70,4.352510389204143,1.4716212249294085,5.8241316141335515,7.224291457336815
75,4.354299703464202,1.2947000134410678,5.648999716905269,6.3557728636081805
80,4.35589883956721,1.531836898102834,5.887735737670044,7.519894405932117
85,4.35871533790966,1.4304482232791276,5.789163561188788,7.02217031430335
90,4.360840024779266,1.6154047950516048,5.976244819830871,7.930135053326671
95,4.362957347003495,1.837661867394965,6.2006192143984595,9.021210556902565
100,4.365902111158055,1.7171080733711408,6.083010184529196,8.429403555506786
105,4.369054650168309,1.9066085627561555,6.2756632129244645,9.35967470370321
110,4.371692657742894,1.9441995287623586,6.315892186505253,9.544211383380874
115,4.375110453723295,1.9656882567604443,6.340798710483739,9.649701051153947
120,4.378460391806539,2.0921401079550543,6.470600499761593,10.270462027466632
125,4.382759446003147,2.2318857237965233,6.614645169799671,10.956483023645335
130,4.38680227437286,2.5572550724844905,6.944057346857351,12.553743899193305
135,4.391419196381176,2.5223003315065604,6.913719527887737,12.382148632447683
140,4.396633388303087,2.479157294688895,6.8757906829919815,12.170356449074967
145,4.402901742003116,2.54097248661495,6.943874228618066,12.473811547030937
150,4.40956280579429,2.6078035038773297,7.01736630967162,12.801889682161733
155,4.417199553513246,2.600799419226876,7.017998972740122,12.767506141037444
160,4.42464167480732,2.4406962146640674,6.8653378894713875,11.981548318860186
165,4.432942494295733,2.3448636786552166,6.77780617295095,11.511099701039473
170,4.441814026557621,2.304436437643002,6.746250464200623,11.31263954910585
175,4.45180753898105,2.679084548174879,7.130892087155928,13.151813311058518
180,4.462242063038561,2.749303329382275,7.211545392420836,13.496522216195116
185,4.473634613089665,2.878567421914763,7.352202035004428,14.131088681806975
190,4.486324079300351,3.0528016380564984,7.53912571735685,14.986416627562102
195,4.499647649410042,3.1700774571543855,7.669725106564427,15.56213182092083
200,4.513409590985124,2.765659714782217,7.279069305767341,13.576816855410703
205,4.5269926922337635,3.050726801095661,7.5777194933294245,14.9762311078933
210,4.541213794672715,2.9531295364431056,7.494343331115821,14.497119313808707
215,4.555317995874489,2.8668981829230726,7.422216178797562,14.073803571934132
220,4.572983270517644,3.0603578764481405,7.633341146965784,15.02351072999662
225,4.5907010753845565,3.0251991436233325,7.615900219007889,14.850914053015941
230,4.611924519269635,3.196119148165704,7.8080436674353395,15.689972302371277
235,4.630855341389298,3.034265124068033,7.665120465457331,14.895419584717672
240,4.651295031463626,2.8788911079761723,7.530186139439798,14.132677679307614
245,4.673799920996687,3.0408821189061492,7.714682039902836,14.927902874896187
250,4.697455860516222,3.2178685768187067,7.915324437334929,15.796741767881931
255,4.723313401110583,2.7707834572971857,7.494096858407769,13.601969665558748
260,4.747430089945363,2.7678972425679516,7.515327332513314,13.587801035710775
265,4.773211149572897,3.0246048273057093,7.797815976878606,14.847996512670894
270,4.800799582222289,3.3609057292173885,8.161705311439677,16.498921147093554
275,4.829922444583842,3.128294078131114,7.958216522714956,15.357014292698874
280,4.858984588249802,2.867025711606094,7.726010299855896,14.07442961915315
285,4.887667850483437,3.039733474168251,7.927401324651688,14.922264097589267
290,4.917523899187195,3.461456901566831,8.378980800754025,16.99253388053597
295,4.9476419882883,3.607363813789434,8.555005802077734,17.70880111131521
300,4.9790357446151265,3.553995822849587,8.533031567464715,17.44681391344746
305,5.010844834313062,3.2198970719604105,8.230741906273472,15.806699792321378
310,5.041934128396376,3.130137900989947,8.172072029386323,15.36606574799339
315,5.069274682947324,3.092537586025309,8.161812268972632,15.18148317362529
320,5.098394151015103,3.5279830970669415,8.626377248082045,17.319115624329193
325,5.129556340228284,3.4615233041711924,8.591079644399477,16.99285985556222
330,5.160561873109539,3.850441954081436,9.011003827190976,18.902088692813
335,5.1900966592045865,3.9141838399943687,9.104280499198955,19.215002066223626
340,5.221077538801524,3.9568062468448604,9.177883785646383,19.424238440696218
345,5.2511723422109196,3.9022773844365792,9.153449726647498,19.15655244364671
350,5.281206650636645,3.987508917083703,9.268715567720347,19.57495999497017
355,5.310979676040341,3.9728363525929993,9.283816028633339,19.502931350294634
360,5.338135266685703,3.6639123204317445,9.002047587117447,17.986401683079723
365,5.365534854633974,3.7399497081005824,9.105484562734556,18.35967453404757
370,5.392214794548255,3.3789181638078505,8.771132958356105,16.587345447540805
375,5.416231781867932,3.2267110889661406,8.642942870834073,15.840150278092272
380,5.437810947737241,3.162751247338677,8.600562195075918,15.526166944844231
385,5.457234349017737,2.941623886373918,8.398858235391655,14.440637273391056
390,5.479012110577475,3.1605783909718252,8.6395905015493,15.515500241059893
395,5.501689404002722,3.118390412019069,8.620079816021791,15.308396503503156
400,5.523902205897031,3.102426065284758,8.626328271181789,15.230026409500077
405,5.544650838808238,2.71036972756224,8.255020566370478,13.30539444345908
410,5.563065053672069,2.1900548223523564,7.753119876024426,10.751132204537456
415,5.579335115549878,2.0009560863256604,7.5802912018755375,9.82283329165899
420,5.593111905194279,2.0453885841636206,7.6385004893579,10.040955529311757
425,5.6058580960913345,2.199264317841606,7.80512241393294,10.796342261624366
430,5.6161483698072745,2.6627832847901165,8.278931654597391,13.071789269668395
435,5.630085425351694,2.4148664533371043,8.044951878688797,11.854748215043811
440,5.645717543781788,2.2051078933379538,7.850825437119742,10.825028782193268
445,5.6570923066730305,2.3843934526871404,8.041485759360171,11.70515412483523
450,5.66728757417661,2.144644186705082,7.811931760881692,10.52820822000837
455,5.679587411579498,2.4468454666847173,8.126432878264215,12.011735426853225
460,5.695206205056775,2.7047444332318045,8.39995063828858,13.277779480391178
465,5.711098070954178,2.6519172899857466,8.363015360939926,13.018447341656694
470,5.723266478199051,2.7604495245903093,8.483716002789361,13.551239667574002
475,5.731647797397865,2.6640175680278624,8.395665365425728,13.07784845235707
480,5.7377245140594235,2.5937176943942553,8.331442208453678,12.732741458831963
485,5.7434865374791455,2.7274283172349163,8.470914854714062,13.389136252532568
490,5.745059341275032,3.0421324063351296,8.787191747610162,14.934040623278303
495,5.742933062964674,2.8194412283716623,8.562374291336337,13.84083406486996
500,5.7429660555275195,2.867496991541747,8.610463047069267,14.076743165299044
505,5.741481532877417,2.9683310539958776,8.709812586873294,14.571744626038974
510,5.741610075883655,3.0809887737122312,8.822598849595886,15.124789246735403
515,5.741012764080529,3.103818029927363,8.844830794007892,15.236859661226907
520,5.740827713043617,3.3778802891072273,9.118708002150845,16.582250448089535
525,5.7368399268182,3.352552366135467,9.089392292953667,16.457913903836612
530,5.731444156681863,3.4378953272873183,9.169339483969182,16.876868465478466
535,5.726198972869881,3.3582764627898283,9.084475435659709,16.486013894418807
540,5.721831615704886,3.5162892110192745,9.23812082672416,17.261709520335764
545,5.71575457395586,3.8103038811684735,9.526058455124334,18.70504808729103
550,5.710701496931008,3.647607425558962,9.35830892248997,17.906359814461073
555,5.710621209087758,3.6181531271957192,9.328774336283477,17.761766604983794
560,5.70996882692666,3.7499362648428143,9.459905091769475,18.40869923914081
565,5.707264144605915,3.9022251452633894,9.609489289869305,19.15629599789408
570,5.701142139105365,4.151511265213337,9.852653404318701,20.38005898546137
575,5.694947763346402,4.34969165532817,10.044639418674572,21.352940373052764
580,5.688063423116931,4.636593134407393,10.324656557524325,22.761359787843922
585,5.682755844982287,4.5225676751896025,10.20532352017189,22.20160083833196
590,5.681564207845746,4.417548315112029,10.099112522957775,21.686053459012403
595,5.682694669784409,4.529176276725001,10.21187094650941,22.234042925200754
600,5.68616348138937,4.428726526632389,10.11489000802176,21.74092808070639
605,5.695102315588771,4.691125549362299,10.38622786495107,23.029063224593127
610,5.704993844194598,4.633735637018453,10.33872948121305,22.747332133426752
615,5.716784571803646,4.801992773645717,10.518777345449362,23.573318178056276
620,5.732564545400232,4.538071507689586,10.270636053089817,22.27771023576946
625,5.748403133006935,3.9315271576362667,9.679930290643203,19.300141624800087
630,5.765858853900857,4.000234018728654,9.76609287262951,19.637428408411118
635,5.7852769992324475,3.8778041906200356,9.663081189852484,19.03641182456106
640,5.803079823911889,3.912961278825204,9.716041102737094,19.20900042798897
645,5.8186160463247045,3.9675290912207326,9.786145137545438,19.476877633248417
650,5.835170615043698,4.173595333433177,10.008765948476874,20.48847121999644
655,5.854714072688635,4.253303089509532,10.108017162198166,20.87976216603014
660,5.876001459522226,3.9744062968615066,9.850407756383733,19.51063831644553
665,5.899689861279968,3.81709468820493,9.716784549484897,18.738384633700413
670,5.923468684429637,3.816747100503758,9.740215784933396,18.73667830137949
675,5.946854112661141,3.340843126748872,9.287697239410013,16.400432429229213
680,5.969418216006748,3.2073123280258886,9.176730544032637,15.744920404691728
685,5.993521348116796,3.371175250967428,9.364696599084224,16.54933494718896
690,6.021075837301442,3.4454857323553334,9.466561569656776,16.9141302945155
695,6.044098345492898,3.321949283463162,9.36604762895606,16.307681231887816
700,6.061183876515669,3.0644613778460283,9.125645254361697,15.04365510518756
705,6.0782215859569275,2.963684077625012,9.04190566358194,14.548932294217584
710,6.0941407538546,3.169964624006748,9.264105377861348,15.561577915112206
715,6.110708449597564,3.0957216274561894,9.206430077053753,15.197113855569294
720,6.125613822380342,3.10143810602773,9.227051928408072,15.225176448450428
725,6.1454486672866215,3.3369775988148174,9.482426266101438,16.381456282406223
730,6.160182472074429,3.0477097145543772,9.207892186628806,14.961420019172227
735,6.1733800266979015,3.1005712498345104,9.273951276532411,15.22092099080594
740,6.183688748728618,3.2934523976031813,9.4771411463318,16.167788027310777
745,6.192920256566146,3.471975783456624,9.66489604002277,17.04417180698733
750,6.208244299791225,3.1069729503939554,9.315217250185182,15.252347386321706
755,6.226921308203833,3.0765993436180477,9.30352065182188,15.10324122758835
760,6.245902137887677,3.4484874536495616,9.694389591537238,16.928865954164767
765,6.265592167769709,3.7613531498247954,10.026945317594505,18.464745525540813
770,6.284103585065031,3.5963559888212457,9.880459573886277,17.654762929115606
775,6.304468687713277,3.616971128912266,9.921439816625544,17.755964092790382
780,6.330024138726027,3.820212493185705,10.150236631911731,18.753690156281017
785,6.356393647272624,3.647501416931608,10.003895064204231,17.905839410699546
790,6.3806020229672,2.891412252563101,9.272014275530301,14.194144853294429
795,6.395013450488804,2.883241717934863,9.278255168423668,14.15403512769606
800,6.407360704033088,2.9925308216661946,9.399891525699283,14.690542977060714
805,6.423137658944148,2.6493741431056455,9.072511802049792,13.005962855860052
810,6.440997230535405,2.6484173111264377,9.089414541661842,13.001265700792974
815,6.458784223049733,2.5398621684759553,8.99864639152569,12.468360917677007
820,6.4729765998138475,2.583949745389925,9.056926345203772,12.684789914404442
825,6.489473110573776,2.4337758825808464,8.923248993154623,11.947575924942624
830,6.503373495913598,2.3307203909633105,8.834093886876909,11.441669313164908
835,6.517020463970321,2.0712259938735715,8.588246457843892,10.16779317957483
840,6.529683509980981,2.089967623121419,8.619651133102401,10.259797147564822
845,6.54280221984335,2.092791700701784,8.635593920545134,10.273660741805703
850,6.554832182589741,2.4580318108185386,9.01286399340828,12.066649972115151
855,6.566217006452567,2.2423449353218983,8.808561941774466,11.007828024106896
860,6.576517290671748,2.1308005971115738,8.707317887783322,10.460249071047294
865,6.5886810579987705,2.414421340539113,9.003102398537884,11.852563125205743
870,6.604081463477148,2.6856754976426864,9.289756961119835,13.184168742693656
875,6.621149167753479,2.8295064894170228,9.4506556571705,13.890245134888573
880,6.634250100516428,2.7433791076120753,9.377629208128504,13.46743979743082
885,6.646654606022184,3.0316181665196247,9.67827277254181,14.882425485094096
890,6.654328667837377,2.756486013400554,9.41081468123793,13.531782514099893
895,6.659855390216194,2.492378084882225,9.152233475098418,12.235258232247807
900,6.667302006933259,2.503433987210354,9.170735994143612,12.289532429567899
905,6.672012568268614,2.269534263531502,8.941546831800116,11.141302336781878
910,6.677333065225681,2.21130740447469,8.88864046970037,10.855462615700212
915,6.6842677156849115,2.3414259432031472,9.02569365888806,11.494223617412617
920,6.6932734225752135,2.5221285815001586,9.215402004075372,12.381305499661183
925,6.703841506916127,2.4534676932080117,9.15730920012414,12.044244399739966
930,6.7114368329138205,2.7494617933876935,9.460898626301514,13.497300127074118
935,6.719995631024046,2.6670847941917155,9.387080425215762,13.092905679990022
940,6.7319090282789835,2.7685871749722524,9.500496203251236,13.591187962108748
945,6.7412261086108165,3.1213073371278517,9.862533445738668,15.322715892750946
950,6.747045020713211,2.8879153610445085,9.634960381757718,14.176978368402086
